class_id,seed,set_id,left,right,selected_left,selected_right,absolute_difference,helped,hurt
384,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-0.007693294577766463,True,False
384,79,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage4_w6,0.016299836045561733,False,True
384,80,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,0.0014884518204887325,False,True
384,80,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.03976365527437055,True,False
384,81,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-5.455627473338609e-05,True,False
384,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.24173054534799113,False,True
384,81,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.008709095416747914,True,False
384,82,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-0.29422175213786167,True,False
384,82,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.01816514620976761,True,False
384,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-0.5279563083001337,True,False
384,82,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.015816847402476245,True,False
384,82,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.23116541213256875,True,False
462,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,4.0772748345916625,False,True
462,79,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-1.0959357418162623,True,False
462,80,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.021457211455125243,True,False
462,80,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.004747716723908727,True,False
462,81,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage15_w6,0.000516195418004628,False,True
462,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-10.17053088827426,True,False
462,82,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.0007462449182042974,True,False
462,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,1.741884112331704,False,True
511,79,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.3350038447661064,True,False
511,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-0.040187047179230606,True,False
511,79,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-1.325837890434929,True,False
511,81,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage10_w6,-0.01133816776746244,True,False
511,82,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.04766683022155859,True,False
511,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,0.12113888272953943,False,True
511,82,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.9018102858371437,True,False
568,79,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.012806241191356097,True,False
568,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-0.02517840627821505,True,False
568,79,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.04303488096871888,True,False
568,80,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.007476563104035,True,False
568,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.7836160399450414,False,True
568,80,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.5983779473193068,True,False
568,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.9997600731372209,False,True
568,81,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.04300348543165458,True,False
568,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-3.020981883014599,True,False
568,82,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.04837483144444832,True,False
568,82,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.4376981532675899,True,False
679,79,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.23468596231475658,True,False
679,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-8.76392101464029,True,False
679,79,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.769251894850683,True,False
679,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,4.42736541266379,False,True
679,81,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.10191602079908436,True,False
679,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-0.08072546813804138,True,False
679,81,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.15064684170268094,True,False
679,81,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.980942135624943,True,False
679,82,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-1.4373571894277646,True,False
679,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-2.471302335264795,True,False
679,82,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,0.003191936934140223,False,True
712,79,primary_019d7c31a48b,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w8,mlp_up_gate_all_blocks_stage10_w8,-0.0026766717631971906,True,False
712,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-1.833407624976573,True,False
712,79,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.1491328852015954,True,False
712,80,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.026738208643738652,True,False
712,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.867689792895252,False,True
712,80,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.04296095633191399,True,False
712,81,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.014784416970567092,True,False
712,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.46280638955938963,False,True
712,82,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-0.14261571243383733,True,False
712,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-1.0981034045078104,True,False
712,82,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage4_w6,-0.013127869924403509,True,False
780,79,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-1.3961082659737942,True,False
780,79,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.03626261263150354,True,False
780,80,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.011553982584814555,True,False
780,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,1.3083086263173416,False,True
780,80,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,0.02416345271718956,False,True
780,81,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-9.832973725719935,True,False
780,81,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.07525764724715599,True,False
780,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-0.2152608096987479,True,False
780,81,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.5181104443418542,True,False
780,82,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.06652160997214196,False,True
780,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,0.1999252157467595,False,True
780,82,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage4_w6,0.025474626505964437,False,True
780,82,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.002570682657719231,True,False
870,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,14.72990208394424,False,True
870,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.20597667766629965,False,True
870,82,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.0447545128101865,True,False
870,82,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.19815307548810776,True,False
870,82,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-3.321853571573669,True,False
888,79,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-5.408056833223327,True,False
888,79,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage4_w6,-0.22749623556438797,True,False
888,80,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-1.012336522373776,True,False
888,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-5.84322444321576,True,False
888,80,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.0029986105030488375,True,False
888,81,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-0.3315156180398872,True,False
888,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,1.9422763001969692,False,True
888,81,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,0.07828465028039489,False,True
888,82,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-6.141482864823886,True,False
888,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-22.446279263957294,True,False
888,82,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.4813058838408182,True,False
888,82,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-1.0963351297195205,True,False
975,79,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-32.92411244522213,True,False
975,79,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.1270218475522142,True,False
975,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-18.411051776122804,True,False
975,79,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-1.5722867806953216,True,False
975,79,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.13314649711014678,True,False
975,80,primary_52112c337d08,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.20333430243431394,True,False
975,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-2.4354234454364696,True,False
975,80,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.017942628064474775,True,False
975,81,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-0.11832689936005635,True,False
975,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,0.17287296852737194,False,True
975,81,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.008967150756916452,True,False
975,81,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.1392155218417237,True,False
975,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-0.41061854899783157,True,False
975,82,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.01007623486708553,True,False
19,79,primary_52112c337d08,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage15_w6,0.0007670826726666746,False,True
19,79,primary_da06c09aa41a,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.06649978278773006,False,True
19,79,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.059451381035444256,True,False
19,80,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-0.11365134000378416,True,False
19,80,primary_52112c337d08,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,0.009518136101974047,False,True
19,80,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.08037819898294173,True,False
19,80,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.17626023112677558,True,False
19,81,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-25.991012580694022,True,False
19,81,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage4_w6,-0.03728428777958471,True,False
19,81,primary_da06c09aa41a,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.5810441569715294,True,False
19,82,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,0.044210739244590486,False,True
19,82,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,0.0009753067779030289,False,True
19,82,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.44154421949067674,True,False
85,79,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-0.8458249032296264,True,False
85,79,primary_da06c09aa41a,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,9.454350353621521e-05,False,True
85,80,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-0.06229697700973702,True,False
85,80,primary_52112c337d08,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,0.001107497693769945,False,True
85,80,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage10_w6,-0.00649941668456222,True,False
85,80,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.017475333128857087,True,False
85,81,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-0.007335493228424694,True,False
85,81,primary_52112c337d08,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,0.001963647758159933,False,True
85,81,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.044592272545799005,True,False
85,81,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,0.044311560516973686,False,True
85,82,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-0.002047073655319309,True,False
85,82,primary_da06c09aa41a,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.001292604890295479,True,False
85,82,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.2327482352036973,True,False
131,79,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-4.734601925947743,True,False
131,79,primary_52112c337d08,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage10_w6,-1.1735630043240235,True,False
131,79,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.15132964468807591,True,False
131,80,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,0.16089950683233667,False,True
131,80,primary_52112c337d08,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.005673815331636687,True,False
131,80,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.011386674960704115,True,False
131,80,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,0.03365127105992727,False,True
131,81,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-0.36774391488779656,True,False
131,81,primary_52112c337d08,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,0.021415451301947996,False,True
131,81,primary_d0adb13a6bdf,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,0.07292947046693149,False,True
131,81,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage10_w6,-0.0016737358295131274,True,False
131,81,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-1.271972005814007,True,False
131,82,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-0.11749415959161164,True,False
131,82,primary_52112c337d08,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.020875895282244983,True,False
131,82,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-0.0037258106864470585,True,False
131,82,primary_da06c09aa41a,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.02137730303678609,False,True
131,82,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-0.021314206520173698,True,False
224,79,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,0.0867687392677573,False,True
224,79,primary_52112c337d08,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.04236687310213938,True,False
224,79,primary_da06c09aa41a,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.009195865268566188,False,True
224,80,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-0.03350821545501505,True,False
224,80,primary_52112c337d08,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w6,attention_output_all_blocks_stage10_w6,-0.01099431918065363,True,False
224,80,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,0.0037790339372918424,False,True
