class_id,seed,set_id,left,right,selected_left,selected_right,absolute_difference,helped,hurt,tail,rank
568,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.9997600731372209,False,True,largest_losses,9
712,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.867689792895252,False,True,largest_losses,10
568,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.7836160399450414,False,True,largest_losses,11
19,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.7099660443965945,False,True,largest_losses,12
345,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.6933836013242145,False,True,largest_losses,13
712,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.46280638955938963,False,True,largest_losses,14
301,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.3931546142625848,False,True,largest_losses,15
384,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.24173054534799113,False,True,largest_losses,16
85,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.21090993912025624,False,True,largest_losses,17
870,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.20597667766629965,False,True,largest_losses,18
780,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,0.1999252157467595,False,True,largest_losses,19
131,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,0.19358531966406647,False,True,largest_losses,20
975,79,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-32.92411244522213,True,False,largest_improvements,1
19,81,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-25.991012580694022,True,False,largest_improvements,2
780,81,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-9.832973725719935,True,False,largest_improvements,3
511,80,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-8.057706158493886,True,False,largest_improvements,4
888,82,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-6.141482864823886,True,False,largest_improvements,5
131,79,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-4.734601925947743,True,False,largest_improvements,6
888,79,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-4.379818251953509,True,False,largest_improvements,7
870,82,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-3.321853571573669,True,False,largest_improvements,8
301,81,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-3.292729681880478,True,False,largest_improvements,9
301,82,primary_d0adb13a6bdf,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-1.9668856402270265,True,False,largest_improvements,10
975,79,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-1.5722867806953216,True,False,largest_improvements,11
679,80,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-1.5648060785726443,True,False,largest_improvements,12
780,79,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-1.52065110284849,True,False,largest_improvements,13
870,81,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-1.4929283564243294,True,False,largest_improvements,14
345,82,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-1.4745416125817314,True,False,largest_improvements,15
679,82,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-1.4373571894277646,True,False,largest_improvements,16
511,79,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-1.325837890434929,True,False,largest_improvements,17
131,81,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-1.271972005814007,True,False,largest_improvements,18
975,80,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-1.2579690284112528,True,False,largest_improvements,19
679,79,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-1.2200067133134667,True,False,largest_improvements,20
679,79,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,2.1769387703696497,False,True,largest_losses,1
301,81,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage10_w6,1.5014645848875112,False,True,largest_losses,2
679,79,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage10_w6,1.4947856100806693,False,True,largest_losses,3
780,80,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,0.8441270679809918,False,True,largest_losses,4
301,79,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,0.814877644405467,False,True,largest_losses,5
511,79,primary_d82bcfdaeedc,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage10_w6,0.5041900910678123,False,True,largest_losses,6
870,79,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,0.45709897282490897,False,True,largest_losses,7
462,82,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,0.24383871817367725,False,True,largest_losses,8
870,80,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,0.19428626960483086,False,True,largest_losses,9
131,80,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,0.16089950683233667,False,True,largest_losses,10
301,80,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,0.14286733580762245,False,True,largest_losses,11
345,80,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,0.10541340067578629,False,True,largest_losses,12
301,80,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,0.0925186625489829,False,True,largest_losses,13
224,79,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,0.0867687392677573,False,True,largest_losses,14
888,81,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,0.07828465028039489,False,True,largest_losses,15
131,81,primary_d0adb13a6bdf,aligned_actual_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,0.07292947046693149,False,True,largest_losses,16
19,79,primary_da06c09aa41a,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.06649978278773006,False,True,largest_losses,17
870,80,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,0.04991294897925515,False,True,largest_losses,18
85,81,primary_ec9365fcc9ef,aligned_actual_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,0.044311560516973686,False,True,largest_losses,19
568,79,primary_494f26df6416,aligned_actual_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,0.04422554220724351,False,True,largest_losses,20
679,82,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-18.69596083738753,True,False,largest_improvements,1
975,80,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-11.43344640156147,True,False,largest_improvements,2
568,82,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-5.836088148003056,True,False,largest_improvements,3
511,79,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-2.0895085329072884,True,False,largest_improvements,4
301,82,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-1.9733015090159252,True,False,largest_improvements,5
301,82,primary_d0adb13a6bdf,stage_only,constant,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-1.9668856402270265,True,False,largest_improvements,6
780,81,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-1.7021723518621703,True,False,largest_improvements,7
85,82,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-1.4858487449220978,True,False,largest_improvements,8
301,79,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-1.4823460099755685,True,False,largest_improvements,9
975,79,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-1.0786760035800853,True,False,largest_improvements,10
224,82,primary_d0adb13a6bdf,stage_only,constant,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-0.5371969369975176,True,False,largest_improvements,11
888,80,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.4333080262915558,True,False,largest_improvements,12
888,82,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.3702271142291096,True,False,largest_improvements,13
679,81,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.22206505646619235,True,False,largest_improvements,14
462,82,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.17747436950787682,True,False,largest_improvements,15
870,79,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.11159841249838104,True,False,largest_improvements,16
345,82,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.10946995368067292,True,False,largest_improvements,17
679,80,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage4_w4,-0.10891642673902877,True,False,largest_improvements,18
780,79,primary_da06c09aa41a,stage_only,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.08523167791435068,True,False,largest_improvements,19
712,82,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.0637920659974611,True,False,largest_improvements,20
679,79,primary_d82bcfdaeedc,stage_only,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,2.2640375049313524,False,True,largest_losses,1
301,81,primary_d82bcfdaeedc,stage_only,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,1.7436878283908044,False,True,largest_losses,2
462,79,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage4_w4,0.993742967071441,False,True,largest_losses,3
568,80,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage4_w4,0.5868689555115906,False,True,largest_losses,4
511,79,primary_d82bcfdaeedc,stage_only,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.577361785202072,False,True,largest_losses,5
131,81,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage4_w4,0.36774391488779656,False,True,largest_losses,6
384,81,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.3623123898561608,False,True,largest_losses,7
780,80,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage4_w4,0.36028267065744046,False,True,largest_losses,8
888,79,primary_d82bcfdaeedc,stage_only,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.22749623556438797,False,True,largest_losses,9
131,82,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.2132745979447499,False,True,largest_losses,10
85,81,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage4_w4,0.20900438677205102,False,True,largest_losses,11
568,81,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage4_w4,0.19009782558129013,False,True,largest_losses,12
224,80,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage4_w4,0.14421392183379567,False,True,largest_losses,13
384,79,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.13627560553493367,False,True,largest_losses,14
780,79,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.12454283687469567,False,True,largest_losses,15
301,80,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.1244421481516298,False,True,largest_losses,16
870,82,primary_d82bcfdaeedc,stage_only,constant,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,0.1201768583923695,False,True,largest_losses,17
712,81,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.11756197381990666,False,True,largest_losses,18
19,80,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage4_w4,0.11365134000378416,False,True,largest_losses,19
85,79,primary_494f26df6416,stage_only,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,0.10474052644612183,False,True,largest_losses,20
780,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-2.9701772721567177,True,False,largest_improvements,1
870,82,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,-2.1035272921074153,True,False,largest_improvements,2
85,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-1.5892297279922898,True,False,largest_improvements,3
679,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-1.5826517132198885,True,False,largest_improvements,4
19,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.9958952094009275,True,False,largest_improvements,5
679,80,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage15_w4,-0.9632182249443169,True,False,largest_improvements,6
224,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.9175077652084269,True,False,largest_improvements,7
462,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.9067171472428299,True,False,largest_improvements,8
870,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.849609569133964,True,False,largest_improvements,9
780,80,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage15_w4,-0.8441270679809918,True,False,largest_improvements,10
345,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.7548438759282876,True,False,largest_improvements,11
511,81,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,-0.680440715423984,True,False,largest_improvements,12
870,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.6693487733336951,True,False,largest_improvements,13
712,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.66831259574062,True,False,largest_improvements,14
462,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.6518285291257941,True,False,largest_improvements,15
870,81,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,-0.6258738320557314,True,False,largest_improvements,16
870,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.60117819968616,True,False,largest_improvements,17
345,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.5883217198257285,True,False,largest_improvements,18
131,81,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage15_w4,-0.5186113500022885,True,False,largest_improvements,19
462,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,-0.5102369044479823,True,False,largest_improvements,20
85,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,186.10672442308564,False,True,largest_losses,1
888,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,22.446279263957294,False,True,largest_losses,2
301,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,18.830651450175523,False,True,largest_losses,3
975,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,18.411051776122804,False,True,largest_losses,4
462,81,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,10.17053088827426,False,True,largest_losses,5
679,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,8.76392101464029,False,True,largest_losses,6
888,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,5.84322444321576,False,True,largest_losses,7
679,79,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,5.59857749839296,False,True,largest_losses,8
888,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,5.339512851842358,False,True,largest_losses,9
224,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,3.072778260280476,False,True,largest_losses,10
568,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,3.020981883014599,False,True,largest_losses,11
679,82,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,2.471302335264795,False,True,largest_losses,12
975,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,2.4354234454364696,False,True,largest_losses,13
679,79,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,2.2640375049313524,False,True,largest_losses,14
19,81,primary_494f26df6416,stage_only,latest_stage,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,2.240712260634041,False,True,largest_losses,15
712,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,1.833407624976573,False,True,largest_losses,16
301,81,primary_d82bcfdaeedc,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,1.7436878283908044,False,True,largest_losses,17
131,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,1.5441052672895235,False,True,largest_losses,18
301,79,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,1.4648727671117714,False,True,largest_losses,19
511,80,primary_d0adb13a6bdf,stage_only,latest_stage,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,1.2953712950404674,False,True,largest_losses,20
679,82,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-18.69596083738753,True,False,largest_improvements,1
975,80,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-11.43344640156147,True,False,largest_improvements,2
568,82,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-5.836088148003056,True,False,largest_improvements,3
511,79,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-2.0895085329072884,True,False,largest_improvements,4
301,82,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-1.9733015090159252,True,False,largest_improvements,5
301,82,primary_d0adb13a6bdf,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-1.9668856402270265,True,False,largest_improvements,6
780,81,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-1.7021723518621703,True,False,largest_improvements,7
85,82,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-1.4858487449220978,True,False,largest_improvements,8
975,79,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-1.0786760035800853,True,False,largest_improvements,9
19,81,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.5810441569715294,True,False,largest_improvements,10
224,82,primary_d0adb13a6bdf,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-0.5371969369975176,True,False,largest_improvements,11
384,82,primary_d0adb13a6bdf,aligned_actual_source,constant,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-0.5279563083001337,True,False,largest_improvements,12
888,80,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.4333080262915558,True,False,largest_improvements,13
888,82,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage4_w4,-0.3702271142291096,True,False,largest_improvements,14
568,82,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.2536107929746975,True,False,largest_improvements,15
888,82,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.20710712799147754,True,False,largest_improvements,16
780,81,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.16493956672934473,True,False,largest_improvements,17
870,82,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.12513182774455345,True,False,largest_improvements,18
679,80,primary_494f26df6416,aligned_actual_source,constant,attention_output_all_blocks_stage10_w4,attention_output_all_blocks_stage4_w4,-0.10891642673902877,True,False,largest_improvements,19
870,81,primary_da06c09aa41a,aligned_actual_source,constant,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.09900345182813906,True,False,largest_improvements,20
