family,left,right,metric,class_index,difference,estimand,unit,class_id,source_observations_sha256
primary,candidate_B,latest_stage,oracle_hit,7,0.04629629629629639,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,8,0.03703703703703687,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,9,0.01851851851851849,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,10,-0.03703703703703709,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,11,0.00925925925925919,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,12,0.05555555555555536,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,13,0.06481481481481477,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,14,-0.04629629629629628,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,candidate_B,latest_stage,oracle_hit,15,-0.02777777777777768,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,0,0.00676540400696677,retrospective_public_scalar_reanalysis,paired_class_mean,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,1,1.6998810413761736,retrospective_public_scalar_reanalysis,paired_class_mean,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,2,0.005649291232657949,retrospective_public_scalar_reanalysis,paired_class_mean,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,3,0.01808335142773746,retrospective_public_scalar_reanalysis,paired_class_mean,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,4,0.23546877375576872,retrospective_public_scalar_reanalysis,paired_class_mean,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,5,-0.012532658657457113,retrospective_public_scalar_reanalysis,paired_class_mean,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,6,-0.009484179602312508,retrospective_public_scalar_reanalysis,paired_class_mean,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,7,0.07341899254042736,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,8,0.004482918432838408,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,9,0.021950964003101044,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,10,0.15771792856421624,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,11,0.016134832139682326,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,12,-0.03423698185895803,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,13,-0.045973131411521866,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,14,0.32375616484936115,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,absolute_regret,15,0.20464484477104578,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,0,-0.025296574655710523,retrospective_public_scalar_reanalysis,paired_class_mean,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,1,-0.03495387429292378,retrospective_public_scalar_reanalysis,paired_class_mean,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,2,-0.037616211210144065,retrospective_public_scalar_reanalysis,paired_class_mean,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,3,0.0038656900490693646,retrospective_public_scalar_reanalysis,paired_class_mean,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,4,0.034686622620116264,retrospective_public_scalar_reanalysis,paired_class_mean,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,5,-0.027095011759315675,retrospective_public_scalar_reanalysis,paired_class_mean,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,6,-0.028388475206939653,retrospective_public_scalar_reanalysis,paired_class_mean,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,7,-0.00438777103332464,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,8,0.014403167901946574,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,9,-0.01844684992523476,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,10,0.025059259693573296,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,11,-0.011617186779525824,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,12,-0.03056383843629946,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,13,-0.04164906186042079,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,14,0.018943274612972343,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,normalized_regret,15,0.01759609502132043,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,0,0.04629629629629639,retrospective_public_scalar_reanalysis,paired_class_mean,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,1,0.05555555555555558,retrospective_public_scalar_reanalysis,paired_class_mean,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,2,0.00925925925925919,retrospective_public_scalar_reanalysis,paired_class_mean,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,3,0.0092592592592593,retrospective_public_scalar_reanalysis,paired_class_mean,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,4,-0.05555555555555558,retrospective_public_scalar_reanalysis,paired_class_mean,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,5,0.01851851851851849,retrospective_public_scalar_reanalysis,paired_class_mean,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,6,0.04629629629629639,retrospective_public_scalar_reanalysis,paired_class_mean,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,7,0.04629629629629639,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,8,0.03703703703703687,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,9,0.01851851851851849,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,10,-0.03703703703703709,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,11,0.00925925925925919,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,12,0.05555555555555536,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,13,0.06481481481481477,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,14,-0.04629629629629628,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,latest_stage,oracle_hit,15,-0.02777777777777768,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,0,0.011808564338185605,retrospective_public_scalar_reanalysis,paired_class_mean,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,1,1.711788074713595,retrospective_public_scalar_reanalysis,paired_class_mean,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,2,0.0018423095325043083,retrospective_public_scalar_reanalysis,paired_class_mean,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,3,0.021673193711205428,retrospective_public_scalar_reanalysis,paired_class_mean,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,4,0.24682025701551621,retrospective_public_scalar_reanalysis,paired_class_mean,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,5,-0.011775925392516385,retrospective_public_scalar_reanalysis,paired_class_mean,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,6,-0.004421968756065601,retrospective_public_scalar_reanalysis,paired_class_mean,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,7,0.07275763004448965,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,8,0.01967834765352209,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,9,0.07791185756847832,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,10,0.3100955436124955,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,11,0.017652446003404976,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,12,-0.0272713445718317,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,13,-0.045185356612556696,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,14,0.3313530186327017,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,absolute_regret,15,0.3201425182713274,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,0,-0.022169999201467255,retrospective_public_scalar_reanalysis,paired_class_mean,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,1,-0.025892123071453346,retrospective_public_scalar_reanalysis,paired_class_mean,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,2,-0.044804707569123206,retrospective_public_scalar_reanalysis,paired_class_mean,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,3,-0.008787862046529593,retrospective_public_scalar_reanalysis,paired_class_mean,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,4,0.017678768790810154,retrospective_public_scalar_reanalysis,paired_class_mean,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,5,-0.024771096273384377,retrospective_public_scalar_reanalysis,paired_class_mean,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,6,-0.02098571505117281,retrospective_public_scalar_reanalysis,paired_class_mean,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,7,-0.008049372911946705,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,8,0.017223897120209893,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,9,-0.007246416483455302,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,10,0.018755084997353302,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,11,0.003961509756944155,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,12,-0.02016442758699029,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,13,-0.029015668801464292,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,14,0.03078172276167255,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,normalized_regret,15,0.02413284761981238,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,0,0.04629629629629639,retrospective_public_scalar_reanalysis,paired_class_mean,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,1,0.04629629629629628,retrospective_public_scalar_reanalysis,paired_class_mean,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,2,0.03703703703703698,retrospective_public_scalar_reanalysis,paired_class_mean,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,3,0.03703703703703687,retrospective_public_scalar_reanalysis,paired_class_mean,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,4,-0.03703703703703709,retrospective_public_scalar_reanalysis,paired_class_mean,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,5,0.0,retrospective_public_scalar_reanalysis,paired_class_mean,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,6,0.0370370370370372,retrospective_public_scalar_reanalysis,paired_class_mean,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,7,0.06481481481481488,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,8,-1.1102230246251565e-16,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,9,0.0092592592592593,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,10,-0.02777777777777779,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,11,-0.0092592592592593,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,12,0.03703703703703698,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,13,0.05555555555555558,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,14,-0.07407407407407407,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,constant,latest_stage,oracle_hit,15,-0.03703703703703709,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,0,-0.39441104938908805,retrospective_public_scalar_reanalysis,paired_class_mean,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,1,-0.13407414108484383,retrospective_public_scalar_reanalysis,paired_class_mean,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,2,-0.05267713792905687,retrospective_public_scalar_reanalysis,paired_class_mean,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,3,-0.02050945903431745,retrospective_public_scalar_reanalysis,paired_class_mean,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,4,-0.06553365572661124,retrospective_public_scalar_reanalysis,paired_class_mean,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,5,-0.03649610440357566,retrospective_public_scalar_reanalysis,paired_class_mean,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,6,-0.01788665123288153,retrospective_public_scalar_reanalysis,paired_class_mean,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,7,-0.0598216865368254,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,8,-0.14303692397126974,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,9,-0.08370761342509751,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,10,-0.39542036783308515,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,11,-0.05140066368519204,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,12,-0.0714952144156755,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,13,-0.06719012555421669,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,14,-0.058157424612287845,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,absolute_regret,15,-0.04938642915411037,retrospective_public_scalar_reanalysis,paired_class_mean,975,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,0,-0.12338110317997697,retrospective_public_scalar_reanalysis,paired_class_mean,19,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,1,-0.12039412560343203,retrospective_public_scalar_reanalysis,paired_class_mean,85,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,2,-0.09383027468280122,retrospective_public_scalar_reanalysis,paired_class_mean,131,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,3,-0.13796938952450502,retrospective_public_scalar_reanalysis,paired_class_mean,224,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,4,-0.15992542795332934,retrospective_public_scalar_reanalysis,paired_class_mean,301,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,5,-0.14004566487209125,retrospective_public_scalar_reanalysis,paired_class_mean,345,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,6,-0.15926727549686082,retrospective_public_scalar_reanalysis,paired_class_mean,384,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,7,-0.1278392246299761,retrospective_public_scalar_reanalysis,paired_class_mean,462,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,8,-0.16618164459056642,retrospective_public_scalar_reanalysis,paired_class_mean,511,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,9,-0.1564468730665084,retrospective_public_scalar_reanalysis,paired_class_mean,568,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,10,-0.13929458228214636,retrospective_public_scalar_reanalysis,paired_class_mean,679,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,11,-0.18028986729790228,retrospective_public_scalar_reanalysis,paired_class_mean,712,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,12,-0.1205733342749731,retrospective_public_scalar_reanalysis,paired_class_mean,780,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,13,-0.13751722601963287,retrospective_public_scalar_reanalysis,paired_class_mean,870,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
primary,hybrid,energy,normalized_regret,14,-0.15251595963355014,retrospective_public_scalar_reanalysis,paired_class_mean,888,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
